"","code","deck_limit","faction_code","faction_cost","flavor","illustrator","influence_limit","keywords","minimum_deck_size","pack_code","position","quantity","side_code","stripped_text","stripped_title","text","title","type_code","uniqueness","base_link","cost","memory_cost","strength","advancement_cost","agenda_points","trash_cost"
"101","01092",3,"nbn",3,"""I hear the coast is nice this time of year.""
""If you're in the right business, it's nice all the year.""","Ed Mattinian",NA,"Region",NA,"core",92,1,"corp","Each agenda in the root of this server gets -1 advancement requirement. Limit 1 region per server.","SanSan City Grid","Each agenda in the root of this server gets -1 advancement requirement.
Limit 1 <strong>region</strong> per server.","SanSan City Grid","upgrade",FALSE,NA,6,NA,NA,NA,NA,5
"102","01093",1,"weyland-consortium",0,"Moving Upwards.",NA,15,"Megacorp",45,"core",93,1,"corp","Whenever you play a transaction operation, gain 1 credit.","Weyland Consortium: Building a Better World","Whenever you play a <strong>transaction</strong> operation, gain 1[credit].","Weyland Consortium: Building a Better World","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"103","01094",3,"weyland-consortium",0,"There are going to be some changes around here.","Mauricio Herrera",NA,"Expansion",NA,"core",94,3,"corp","When you score this agenda, gain 7 credits and take 1 bad publicity.","Hostile Takeover","When you score this agenda, gain 7[credit] and take 1 bad publicity.","Hostile Takeover","agenda",FALSE,NA,NA,NA,NA,2,1,NA
"104","01095",3,"weyland-consortium",0,"""If some two-cred newsy picks it up, even better. The scum could be in the alleys of Guayaquil of the slums of BosWash. Not to mention off-planet.""","Mauricio Herrera",NA,"Security",NA,"core",95,2,"corp","When you score Posted Bounty, you may forfeit it to give the Runner 1 tag and take 1 bad publicity.","Posted Bounty","When you score Posted Bounty, you may forfeit it to give the Runner 1 tag and take 1 bad publicity.","Posted Bounty","agenda",FALSE,NA,NA,NA,NA,3,1,NA
"105","01096",3,"weyland-consortium",1,"""Feed the Feds our scraps, and they'll come back begging for more."" -Richard Polasco, VP of Cyber-Security","Henning Ludvigsen",NA,"Transaction",NA,"core",96,1,"corp","click, trash a rezzed piece of ice: Gain 4 credits.","Security Subcontract","[click], <strong>trash a rezzed piece of ice:</strong> Gain 4[credit].","Security Subcontract","asset",FALSE,NA,0,NA,NA,NA,NA,3
"106","01097",3,"weyland-consortium",1,"""I believe you'll find the terms are quite favorable.""","Kate Niemczyk",NA,NA,NA,"core",97,2,"corp","Play only if you scored an agenda this turn. Search R&D for 1 card and add it to HQ. Shuffle R&D.","Aggressive Negotiation","Play only if you scored an agenda this turn.
Search R&D for 1 card and add it to HQ. Shuffle R&D.","Aggressive Negotiation","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"107","01098",3,"weyland-consortium",1,"The New Angeles Space Elevator, better known as the Beanstalk, is the single greatest triumph of human engineering and ingenuity in history. The Beanstalk makes Earth orbit accessible to everyone…for a small fee.","Jonathan Lee",NA,"Transaction",NA,"core",98,3,"corp","Gain 3 credits.","Beanstalk Royalties","Gain 3[credit].","Beanstalk Royalties","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"108","01099",3,"weyland-consortium",4,"""I'd like to remind the ladies and gentlemen of the press that several of the buildings damaged in the blast were owned by Weyland Consortium subsidiaries…""","Mark Anthony Taduran",NA,"Black Ops",NA,"core",99,2,"corp","Play only if the Runner is tagged. Do 4 meat damage.","Scorched Earth","Play only if the Runner is tagged.
Do 4 meat damage.","Scorched Earth","operation",FALSE,NA,3,NA,NA,NA,NA,NA
"109","01100",3,"weyland-consortium",1,"""And then there's these two crates. No eID.""
""Just leave those with me and forget you ever saw them.""","Andrew Mar",NA,NA,NA,"core",100,2,"corp","Place 1 advancement token on each of up to 2 different installed cards that can be advanced.","Shipment from Kaguya","Place 1 advancement token on each of up to 2 different installed cards that can be advanced.","Shipment from Kaguya","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"110","01101",3,"weyland-consortium",2,"Next time, read the Terms of Service more carefully. Or you might find yourself in the danger zone.","Mike Nesbitt",NA,"Sentry - Destroyer",NA,"core",101,2,"corp","As an additional cost to rez this ice, forfeit 1 agenda. Subroutine Gain 2 credits. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program. Subroutine End the run.","Archer","As an additional cost to rez this ice, forfeit 1 agenda.
[subroutine] Gain 2[credit].
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.
[subroutine] End the run.","Archer","ice",FALSE,NA,4,NA,6,NA,NA,NA
"111","01102",3,"weyland-consortium",3,"""He had a bit of an ego, ol' Hadrian. His constructs live up to it though."" -g00ru","Bruno Balixa",NA,"Barrier",NA,"core",102,2,"corp","Hadrian's Wall can be advanced and has +1 strength for each advancement token on it. Subroutine End the run. Subroutine End the run.","Hadrian's Wall","Hadrian's Wall can be advanced and has +1 strength for each advancement token on it.
[subroutine] End the run.
[subroutine] End the run.","Hadrian's Wall","ice",FALSE,NA,10,NA,7,NA,NA,NA
"112","01103",3,"weyland-consortium",1,"""I asked for ice as impenetrable as a wall. I can't decide if someone down in R&D has a warped sense of humor or just a very literal mind."" -Liz Campbell, VP Project Security","Matt Zeilinger",NA,"Barrier",NA,"core",103,3,"corp","You can advance this ice. It gets +1 strength for each hosted advancement counter. Subroutine End the run.","Ice Wall","You can advance this ice. It gets +1 strength for each hosted advancement counter.
[subroutine] End the run.","Ice Wall","ice",FALSE,NA,1,NA,1,NA,NA,NA
"113","01104",3,"weyland-consortium",1,"Who knows what evil lurks in the memory diamonds of men? Weyland knows. -unsigned cyber-graffiti","Adam S. Doyle",NA,"Sentry - Tracer",NA,"core",104,3,"corp","Shadow can be advanced and has +1 strength for each advancement token on it. Subroutine The Corp gains 2 credits. Subroutine Trace[3]. If successful, give the Runner 1 tag.","Shadow","Shadow can be advanced and has +1 strength for each advancement token on it.
[subroutine] The Corp gains 2[credit].
[subroutine] Trace[3]. If successful, give the Runner 1 tag.","Shadow","ice",FALSE,NA,3,NA,1,NA,NA,NA
"114","01105",3,"weyland-consortium",1,"""Jack Weyland built the Beanstalk and transformed the human race forever. I can't wait to see what we're going to do next.""","Ralph Beisner",NA,"Facility",NA,"core",105,2,"corp","Install only in the root of HQ. Your maximum hand size is +2.","Research Station","Install only in the root of HQ.
Your maximum hand size is +2.","Research Station","upgrade",FALSE,NA,2,NA,NA,NA,NA,3
"115","01106",3,"neutral-corp",0,"""If it isn't in my terminal by six p.m., heads are going to roll!""","Gong Studios",NA,"Security",NA,"core",106,3,"corp","When you score Priority Requisition, you may rez a piece of ice ignoring all costs.","Priority Requisition","When you score Priority Requisition, you may rez a piece of ice ignoring all costs.","Priority Requisition","agenda",FALSE,NA,NA,NA,NA,5,3,NA
"116","01107",3,"neutral-corp",0,"""Expensive? Not when you're protecting a fortune as large as ours.""","Mauricio Herrera",NA,"Security",NA,"core",107,3,"corp","If the Runner is tagged, Private Security Force gains: ""click: Do 1 meat damage.""","Private Security Force","If the Runner is tagged, Private Security Force gains: ""[click]: Do 1 meat damage.""","Private Security Force","agenda",FALSE,NA,NA,NA,NA,4,2,NA
"117","01108",3,"neutral-corp",0,"""The mining bosses are worse than any downstalk crime lords. Tri-Maf, 4K, Yak, I don't care what gangs you got down there. In Heinlein there's just one law: the He3 must flow."" -""Old"" Rick Henry, escaped clone.","Henning Ludvigsen",NA,NA,NA,"core",108,2,"corp","click, click, click: Gain 7 credits.","Melange Mining Corp.","[click], [click], [click]: Gain 7[credit].","Melange Mining Corp.","asset",FALSE,NA,1,NA,NA,NA,NA,1
"118","01109",3,"neutral-corp",0,"It is like the one you just bought, only better.","Alexandra Douglass",NA,"Advertisement",NA,"core",109,3,"corp","When your turn begins, gain 1 credit.","PAD Campaign","When your turn begins, gain 1[credit].","PAD Campaign","asset",FALSE,NA,2,NA,NA,NA,NA,4
"119","01110",3,"neutral-corp",0,"Hedge Fund. Noun. An ingenious device by which the rich get richer even while every other poor SOB is losing his shirt. -The Anarch's Dictionary, Volume Who's Counting?","Gong Studios",NA,"Transaction",NA,"core",110,3,"corp","Gain 9 credits.","Hedge Fund","Gain 9[credit].","Hedge Fund","operation",FALSE,NA,5,NA,NA,NA,NA,NA
"120","01111",3,"neutral-corp",0,"""Hey, hey! Wake up, man. You were under a long time. What'd you see?""
""I…don't remember.""","Liiga Smilshkalne",NA,"Code Gate",NA,"core",111,3,"corp","Subroutine The Runner loses click. Subroutine End the run.","Enigma","[subroutine] The Runner loses [click].
[subroutine] End the run.","Enigma","ice",FALSE,NA,3,NA,2,NA,NA,NA
"121","01112",3,"neutral-corp",0,".//run/hunter-tr/return=true
client/sec256IPv7->confirm? /y
3926:0HB7:1001:2NB1:1601:7784:ERROR","Christina Davis",NA,"Sentry - Tracer - Observer",NA,"core",112,2,"corp","Subroutine Trace[3]. If successful, give the Runner 1 tag.","Hunter","[subroutine] Trace[3]. If successful, give the Runner 1 tag.","Hunter","ice",FALSE,NA,1,NA,4,NA,NA,NA
"122","01113",3,"neutral-corp",0,"""There's nothing worse than seeing that beautiful blue ball of data just out of reach as your connection derezzes. I think they do it just to taunt us."" -Ele ""Smoke"" Scovak","Adam S. Doyle",NA,"Barrier",NA,"core",113,3,"corp","Subroutine End the run.","Wall of Static","[subroutine] End the run.","Wall of Static","ice",FALSE,NA,3,NA,3,NA,NA,NA
"123","02001",1,"anarch",0,"""Running is the ultimate game, and I get to make all the rules.""","Matt Zeilinger",15,"Natural",45,"wla",1,3,"runner","3 recurring credits Use these credits to trash cards.","Whizzard: Master Gamer","3[recurring-credit]
Use these credits to trash cards.","Whizzard: Master Gamer","identity",FALSE,0,NA,NA,NA,NA,NA,NA
"124","02002",3,"anarch",2,NA,"Gong Studios",NA,"Console",NA,"wla",2,3,"runner","+1 mu, 2 recurring credits You can spend hosted credits to use icebreakers. Whenever there is a successful trace during a run, suffer 1 core damage. Limit 1 console per player.","Spinal Modem","+1[mu], 2[recurring-credit]
You can spend hosted credits to use <strong>icebreakers</strong>.
Whenever there is a successful trace during a run, suffer 1 core damage.
Limit 1 <strong>console</strong> per player.","Spinal Modem","hardware",TRUE,NA,4,NA,NA,NA,NA,NA
"125","02003",3,"anarch",3,"Something wicked this way comes.","Wen Xiaodong",NA,"Virus",NA,"wla",3,3,"runner","When you install this program, place 2 virus counters on it. Access -> Hosted virus counter: Trash the card you are accessing. Use this ability only once per turn.","Imp","When you install this program, place 2 virus counters on it.
Access → <strong>Hosted virus counter:</strong> Trash the card you are accessing. Use this ability only once per turn.","Imp","program",FALSE,NA,2,1,NA,NA,NA,NA
"126","02004",3,"anarch",4,"Weaponizing the heavens, one star at a time.","Robert Chew",NA,"Icebreaker - Fracter",NA,"wla",4,3,"runner","Interface -> 1 credit: Break any number of barrier subroutines.","Morning Star","Interface → <strong>1[credit]:</strong> Break any number of <strong>barrier</strong> subroutines.","Morning Star","program",FALSE,NA,8,2,5,NA,NA,NA
"127","02005",3,"criminal",2,"Named after Hernando Cortez, a former Weyland technician convicted of smuggling company tech. He still collected his pension while in prison, the last beneficiary of a loophole in Weyland's standard employment contract.","Mauricio Herrera",NA,"Chip",NA,"wla",5,3,"runner","trash: Choose a piece of ice. The Corp must pay 2 credits as an additional cost to rez that ice until the end of the turn.","Cortez Chip","[trash]: Choose a piece of ice. The Corp must pay 2[credit] as an additional cost to rez that ice until the end of the turn.","Cortez Chip","hardware",FALSE,NA,0,NA,NA,NA,NA,NA
"128","02006",3,"criminal",2,"Show-off.","Adam S. Doyle",NA,"Icebreaker - Decoder",NA,"wla",6,3,"runner","Interface -> 2 credits: Break 1 code gate subroutine. 2 credits: +3 strength.","Peacock","Interface → <strong>2[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>2[credit]:</strong> +3 strength.","Peacock","program",FALSE,NA,3,1,2,NA,NA,NA
"129","02007",3,"shaper",2,"He always uses the same key.","Liiga Smilshkalne",NA,"Icebreaker - Decoder - Cloud",NA,"wla",7,3,"runner","If you have at least 2 link, the memory cost of this program is 0 mu, even if it is not installed. Interface -> 1 credit: Break 1 code gate subroutine. 1 credit: +1 strength.","ZU.13 Key Master","If you have at least 2[link], the memory cost of this program is 0[mu], even if it is not installed.
Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>1[credit]:</strong> +1 strength.","ZU.13 Key Master","program",FALSE,NA,1,1,1,NA,NA,NA
"130","02008",3,"shaper",2,"""What causes an Artifical Intellegence to turn on its master? Is it because its directives have been altered by some external source? Or, by giving them agency to adapt, have we fated them to revolt?"" -Emilio Harris, Creators and the Created","Tim Durning",NA,"Connection - Link - Virtual",NA,"wla",8,3,"runner","+1 link trash: Choose an icebreaker. That icebreaker has +2 strength until the end of the turn.","The Helpful AI","+1[link]
[trash]: Choose an <strong>icebreaker</strong>. That <strong>icebreaker</strong> has +2 strength until the end of the turn.","The Helpful AI","resource",TRUE,NA,2,NA,NA,NA,NA,NA
"131","02009",3,"neutral-runner",0,NA,"Ralph Beisner",NA,"Gear",NA,"wla",9,3,"runner","Place 4 power counters on Plascrete Carapace when it is installed. When there are no power counters left on Plascrete Carapace, trash it. Hosted power counter: Prevent 1 meat damage.","Plascrete Carapace","Place 4 power counters on Plascrete Carapace when it is installed. When there are no power counters left on Plascrete Carapace, trash it.
<strong>Hosted power counter:</strong> Prevent 1 meat damage.","Plascrete Carapace","hardware",FALSE,NA,3,NA,NA,NA,NA,NA
"132","02010",1,"haas-bioroid",0,"A Different Breed of Machine.",NA,15,"Megacorp",45,"wla",10,3,"corp","All bioroid ice has +1 strength.","Haas-Bioroid: Stronger Together","All <strong>bioroid</strong> ice has +1 strength.","Haas-Bioroid: Stronger Together","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"133","02011",3,"haas-bioroid",0,"Sometimes employee reviews took a little bit longer than anticipated.","Mauricio Herrera",NA,"Initiative",NA,"wla",11,3,"corp","You have 1 additional click to spend each turn.","Mandatory Upgrades","You have 1 additional [click] to spend each turn.","Mandatory Upgrades","agenda",FALSE,NA,NA,NA,NA,6,2,NA
"134","02012",3,"haas-bioroid",3,"Face your fear.","Tim Durning",NA,"Sentry - Bioroid - AP",NA,"wla",12,3,"corp","Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine Do 1 core damage. Subroutine Do 1 core damage. Subroutine Do 1 core damage.","Janus 1.0","<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage.","Janus 1.0","ice",FALSE,NA,15,NA,8,NA,NA,NA
"135","02013",3,"haas-bioroid",2,"""Eyes forward, please.""","Mauricio Herrera",NA,"Bioroid",NA,"wla",13,3,"corp","Whenever there is a successful run on this server, Trace[4]. If successful, the Runner cannot access any cards other than Ash 2X3ZB9CY for the remainder of this run.","Ash 2X3ZB9CY","Whenever there is a successful run on this server, Trace[4]. If successful, the Runner cannot access any cards other than Ash 2X3ZB9CY for the remainder of this run.","Ash 2X3ZB9CY","upgrade",TRUE,NA,2,NA,NA,NA,NA,3
"136","02014",3,"jinteki",0,NA,"Gong Studios",NA,"Research",NA,"wla",14,3,"corp","When you score Braintrust, place 1 agenda counter on it for every 2 advancement tokens on it over 3. The rez cost of all ice is lowered by 1 for each agenda counter on Braintrust.","Braintrust","When you score Braintrust, place 1 agenda counter on it for every 2 advancement tokens on it over 3.
The rez cost of all ice is lowered by 1 for each agenda counter on Braintrust.","Braintrust","agenda",FALSE,NA,NA,NA,NA,3,2,NA
"137","02015",3,"jinteki",2,"Sometimes uniqueness is overrated.","Mashuri",NA,"Barrier - Psi",NA,"wla",15,3,"corp","Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. End the run if you and the Runner spent a different number of credits.","Snowflake","[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. End the run if you and the Runner spent a different number of credits.","Snowflake","ice",FALSE,NA,1,NA,3,NA,NA,NA
"138","02016",3,"nbn",0,"""We're gonna need a bigger room.""","Ed Mattinian",NA,"Initiative",NA,"wla",16,3,"corp","click: Trace[2]. If successful, give the Runner 1 tag.","Restructured Datapool","[click]: Trace[2]. If successful, give the Runner 1 tag.","Restructured Datapool","agenda",FALSE,NA,NA,NA,NA,5,3,NA
"139","02017",3,"nbn",1,"A collection of cast-off cyberjunk. But it doesn't stay junk for long.","Ed Mattinian",NA,"Barrier",NA,"wla",17,3,"corp","When you rez TMI, Trace[2]. If unsuccessful, derez TMI. Subroutine End the run.","TMI","When you rez TMI, Trace[2]. If unsuccessful, derez TMI.
[subroutine] End the run.","TMI","ice",FALSE,NA,3,NA,5,NA,NA,NA
"140","02018",3,"weyland-consortium",0,NA,"Emilio Rodríguez",NA,"Research",NA,"wla",18,3,"corp","When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3. Hosted agenda counter: Search R&D for 1 card and reveal it. Add it to HQ.","Project Atlas","When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3.
<strong>Hosted agenda counter:</strong> Search R&D for 1 card and reveal it. Add it to HQ.","Project Atlas","agenda",FALSE,NA,NA,NA,NA,3,2,NA
"141","02019",3,"weyland-consortium",2,"A symbol of commerce, but beware its bite.","Christina Davis",NA,"Sentry - Tracer",NA,"wla",19,3,"corp","Subroutine Trace[3]. If successful, the Corp gains 3 credits. Subroutine Trace[2]. If successful, end the run.","Caduceus","[subroutine] Trace[3]. If successful, the Corp gains 3[credit].
[subroutine] Trace[2]. If successful, end the run.","Caduceus","ice",FALSE,NA,3,NA,3,NA,NA,NA
"142","02020",3,"neutral-corp",0,"Victōs draconēs numquam deride.","Sandara Tang",NA,"Sentry - Tracer",NA,"wla",20,3,"corp","When you rez Draco, you may pay X credits to place X power counters on it. Draco has +1 strength for each power counter on it. Subroutine Trace[2]. If successful, give the Runner 1 tag and end the run.","Draco","When you rez Dracō, you may pay X[credit] to place X power counters on it.
Dracō has +1 strength for each power counter on it.
[subroutine] Trace[2]. If successful, give the Runner 1 tag and end the run.","Dracō","ice",FALSE,NA,1,NA,0,NA,NA,NA
"143","02021",3,"anarch",2,"There was a certain schadenfreude about throwing away your credits.","Ed Mattinian",NA,"Run - Sabotage",NA,"ta",21,3,"runner","Run HQ. If successful, instead of breaching HQ, you may spend X credits. If you do, the Corp loses X credits. If you spent credits, take 1 tag.","Vamp","Run HQ. If successful, instead of breaching HQ, you may spend X[credit]. If you do, the Corp loses X[credit]. If you spent credits, take 1 tag.","Vamp","event",FALSE,NA,0,NA,NA,NA,NA,NA
"144","02022",3,"anarch",2,"It's easier to spend when it's not your money.","Matt Zeilinger",NA,NA,NA,"ta",22,3,"runner","When you install this resource, load 16 credits onto it. When it is empty, trash it. click: Take 4 credits from this resource.","Liberated Account","When you install this resource, load 16[credit] onto it. When it is empty, trash it.
[click]<strong>:</strong> Take 4[credit] from this resource.","Liberated Account","resource",FALSE,NA,6,NA,NA,NA,NA,NA
"145","02023",3,"criminal",3,"T-minus 13 seconds. Leela had to work fast. She jacked in the mesa wire and activated the screen. 7 seconds. The internal SLD was still booting. 4 seconds. The interface flickered to life with an orange glow. 2 seconds. With a tap of a finger she was in.","Matt Zeilinger",NA,NA,NA,"ta",23,3,"runner","Expose up to 2 cards.","Satellite Uplink","Expose up to 2 cards.","Satellite Uplink","event",FALSE,NA,2,NA,NA,NA,NA,NA
"146","02024",3,"criminal",2,"CyberSolutions' e3 line of implants trade strictly in muscle memory and autonomic responses, freeing the brain to focus entirely on cerebral tasks.","Mauricio Herrera",NA,"Mod",NA,"ta",24,3,"runner","Whenever you break a subroutine on a piece of ice, you may pay 1 credit to break 1 subroutine on that ice.","e3 Feedback Implants","Whenever you break a subroutine on a piece of ice, you may pay 1[credit] to break 1 subroutine on that ice.","e3 Feedback Implants","hardware",FALSE,NA,2,NA,NA,NA,NA,NA
"147","02025",3,"criminal",1,NA,"Mitchell Malloy",NA,"Connection - Link",NA,"ta",25,3,"runner","1 recurring credit Use this credit during traces. Gain 1 credit whenever the Corp rezzes a piece of ice.","Compromised Employee","1[recurring-credit]
Use this credit during traces.
Gain 1[credit] whenever the Corp rezzes a piece of ice.","Compromised Employee","resource",FALSE,NA,2,NA,NA,NA,NA,NA
"148","02026",3,"shaper",1,"When you're this good, it's hard not to grow a fan base.","Matt Zeilinger",NA,NA,NA,"ta",26,3,"runner","Play only if you made a successful run on R&D, HQ, and Archives this turn. Add Notoriety to your score area as an agenda worth 1 agenda point.","Notoriety","Play only if you made a successful run on R&D, HQ, and Archives this turn.
Add Notoriety to your score area as an agenda worth 1 agenda point.","Notoriety","event",FALSE,NA,1,NA,NA,NA,NA,NA
"149","02027",3,"shaper",2,"""If your snowball gets big enough, you can make it into a snowman!"" -Chaos Theory","Adam S. Doyle",NA,"Icebreaker - Fracter",NA,"ta",27,3,"runner","Interface -> 1 credit: Break 1 barrier subroutine. 1 credit: +1 strength. Whenever you use this program to break a subroutine, this program gets +1 strength for the remainder of this run.","Snowball","Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine.
<strong>1[credit]:</strong> +1 strength.
Whenever you use this program to break a subroutine, this program gets +1 strength for the remainder of this run.","Snowball","program",FALSE,NA,4,1,1,NA,NA,NA
"150","02028",3,"neutral-runner",0,"Archaic but reliable.","JB Casacop",NA,"Chip - Link",NA,"ta",28,3,"runner","+1 mu, +1 link","Dyson Mem Chip","+1[mu], +1[link]","Dyson Mem Chip","hardware",FALSE,NA,3,NA,NA,NA,NA,NA
"151","02029",3,"haas-bioroid",1,"The key to the future lies in the past.","Adam S. Doyle",NA,NA,NA,"ta",29,3,"corp","The trash cost of all installed cards is increased by 1.","Encryption Protocol","The trash cost of all installed cards is increased by 1.","Encryption Protocol","asset",FALSE,NA,0,NA,NA,NA,NA,2
"152","02030",3,"haas-bioroid",2,NA,"Matt Zeilinger",NA,"Sentry - Bioroid - Tracer",NA,"ta",30,3,"corp","Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Trace[4]. If successful, add 1 installed program to the top of the Runner's stack. Subroutine Trace[4]. If successful, add 1 installed program to the top of the Runner's stack.","Sherlock 1.0","<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trace[4]. If successful, add 1 installed program to the top of the Runner's stack.
[subroutine] Trace[4]. If successful, add 1 installed program to the top of the Runner's stack.","Sherlock 1.0","ice",FALSE,NA,6,NA,5,NA,NA,NA
"153","02031",1,"jinteki",0,NA,NA,15,"Megacorp",45,"ta",31,3,"corp","The Runner cannot run on remote servers. Ignore this ability until the end of the turn whenever the Runner runs on a central server.","Jinteki: Replicating Perfection","The Runner cannot run on remote servers. Ignore this ability until the end of the turn whenever the Runner runs on a central server.","Jinteki: Replicating Perfection","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"154","02032",3,"jinteki",0,NA,"Eko Puteh",NA,"Ambush",NA,"ta",32,3,"corp","While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda anywhere except in Archives, do 2 net damage. As an additional cost to steal this agenda, the Runner must pay 2 credits.","Fetal AI","While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda anywhere except in Archives, do 2 net damage.
As an additional cost to steal this agenda, the Runner must pay 2[credit].","Fetal AI","agenda",FALSE,NA,NA,NA,NA,5,2,NA
"155","02033",3,"jinteki",3,"Smoke and mirrors optional.","Anna Ignatieva",NA,NA,NA,"ta",33,3,"corp","Choose 1 installed card you can advance. Move up to 2 advancement counters from 1 other card to the chosen card.","Trick of Light","Choose 1 installed card you can advance. Move up to 2 advancement counters from 1 other card to the chosen card.","Trick of Light","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"156","02034",3,"jinteki",1,"Peace and violence. Both must lead to the same place.","Sandara Tang",NA,"Code Gate",NA,"ta",34,3,"corp","Subroutine For the remainder of this run, each piece of ice encountered except Sensei gains ""Subroutine End the run"" after all its other subroutines.","Sensei","[subroutine] For the remainder of this run, each piece of ice encountered except Sensei gains ""[subroutine] End the run"" after all its other subroutines.","Sensei","ice",FALSE,NA,3,NA,5,NA,NA,NA
"157","02035",3,"nbn",1,"Looking out for your interests since 1984.","Matt Zeilinger",NA,"Gray Ops",NA,"ta",35,3,"corp","Play only if the Runner is tagged. Give the Runner 2 tags.","Big Brother","Play only if the Runner is tagged.
Give the Runner 2 tags.","Big Brother","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"158","02036",3,"nbn",2,"Clones whisper of ChiLo as a promised land of freedom.","Jonathan Lee",NA,"Region",NA,"ta",36,3,"corp","Whenever there is a successful trace during a run on this server, give the Runner 1 tag. Limit 1 region per server.","ChiLo City Grid","Whenever there is a successful trace during a run on this server, give the Runner 1 tag.
Limit 1 <strong>region</strong> per server.","ChiLo City Grid","upgrade",FALSE,NA,3,NA,NA,NA,NA,6
"159","02037",3,"weyland-consortium",1,NA,"Howard Schechlman",NA,NA,NA,"ta",37,3,"corp","Play only if the Runner made a successful run during their last turn. Trace[2]. If successful, trash 1 installed piece of hardware with an install cost of X or less, where X is equal to the amount by which your trace strength exceeded the Runner's link strength.","Power Grid Overload","Play only if the Runner made a successful run during their last turn.
Trace[2]. If successful, trash 1 installed piece of hardware with an install cost of X or less, where X is equal to the amount by which your trace strength exceeded the Runner's link strength.","Power Grid Overload","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"160","02038",3,"weyland-consortium",1,NA,"Jon Hrubesch",NA,"Region",NA,"ta",38,3,"corp","Whenever you install a piece of ice protecting this server, you may immediately rez it, lowering its rez cost by 3. Limit 1 region per server.","Amazon Industrial Zone","Whenever you install a piece of ice protecting this server, you may immediately rez it, lowering its rez cost by 3.
Limit 1 <strong>region</strong> per server.","Amazon Industrial Zone","upgrade",FALSE,NA,4,NA,NA,NA,NA,2
"161","02039",3,"neutral-corp",0,NA,"JB Casacop",NA,NA,NA,"ta",39,3,"corp","When you score Executive Retreat, place 1 agenda counter on it and shuffle HQ into R&D. click, hosted agenda counter: Draw 5 cards.","Executive Retreat","When you score Executive Retreat, place 1 agenda counter on it and shuffle HQ into R&D.
[click], <strong>hosted agenda counter:</strong> Draw 5 cards.","Executive Retreat","agenda",FALSE,NA,NA,NA,NA,5,3,NA
"162","02040",3,"neutral-corp",0,"No contract. Just a handshake and a fistful of C-6 high explosives.","RJ Palmer",NA,"Gray Ops",NA,"ta",40,3,"corp","Play only if the Runner is tagged. Trash up to 2 resources.","Freelancer","Play only if the Runner is tagged.
Trash up to 2 resources.","Freelancer","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"163","02041",3,"anarch",2,NA,"Ed Mattinian",NA,"Virus",NA,"ce",41,3,"runner","Whenever you make a successful run on HQ, place 1 virus counter on this program. Whenever you breach HQ, choose a number less than the number of hosted virus counters. Access that many additional cards.","Nerve Agent","Whenever you make a successful run on HQ, place 1 virus counter on this program.
Whenever you breach HQ, choose a number less than the number of hosted virus counters. Access that many additional cards.","Nerve Agent","program",FALSE,NA,3,1,NA,NA,NA,NA
"164","02042",3,"anarch",3,"""My enhancements are guaranteed for life, and well worth the risk.""","Jen Zee",NA,"Connection",NA,"ce",42,3,"runner","When your turn begins, you may gain click. If you do, take 1 tag when this turn ends.","Joshua B.","When your turn begins, you may gain [click]. If you do, take 1 tag when this turn ends.","Joshua B.","resource",TRUE,NA,1,NA,NA,NA,NA,NA
"165","02043",3,"criminal",2,"""Think of it as a virtual shock collar for punishing corporate pets."" -Andromeda","Adam S. Doyle",NA,"Sabotage",NA,"ce",43,3,"runner","Play only if you made a successful run on HQ this turn. Derez 1 installed piece of ice.","Emergency Shutdown","Play only if you made a successful run on HQ this turn.
Derez 1 installed piece of ice.","Emergency Shutdown","event",FALSE,NA,0,NA,NA,NA,NA,NA
